ID,Ime,Spol,Rojstni Kraj,Leto Rojstva,Starost,Stanje,Ogledi Slo,Ogledi Ang,Povezave Slo,Povezave Ang,Dolžina Slo,Dolžina Ang
2846519,Andrej Razinger,Moški,Jesenice,1967,52,Živ,21,8,25,3,556,140
2857027,Anton Nanut,Moški,Kanal,1932,84,Mrtev,74,167,1283,164,5594,1804
2884077,Barbara Špiler,Ženska,Brežice,1992,27,Živ,27,94,7,163,143,313
2910958,Boris Gorenc,Moški,Ljubljana,1973,45,Živ,39,112,13,87,226,729
2913497,Marjan Keršič,Moški,Ljubljana,1920,83,Mrtev,27,12,10,11,137,204
2913514,Jože Pirjevec,Moški,Trst,1940,79,Živ,59,120,14,41,604,706
2923166,Božidar Kantušer,Moški,Pavlovski Vrh,1921,77,Mrtev,14,138,19,25,2360,2628
2944601,Matjaž Florijančič,Moški,Kranj,1967,52,Živ,7,89,4,37,123,434
2983835,Dubravka Tomšič Srebotnjak,Ženska,,1940,79,Živ,152,400,698,137,2199,424
2988892,Leo Funtek,Moški,Ljubljana,1885,79,Mrtev,38,122,3,28,219,535
2988912,Aleš Šteger,Moški,Ptuj,1973,46,Živ,62,83,54,30,718,1230
3015109,Danilo Pudgar,Moški,,1952,67,Živ,23,29,48,46,248,345
3019299,Anže Semenič,Moški,Kranj,1993,26,Živ,24,36,32,67,676,488
3019332,Andraž Pograjc,Moški,Trbovlje,1991,28,Živ,10,21,9,16,123,196
3021362,Dejan Kralj,Moški,Ljubljana,1976,43,Živ,2,22,8,94,74,258
3024402,Desha Delteil,Ženska,Ljubljana,1899,81,Mrtev,16,108,2,9,118,463
3031611,Jurij Rovan,Moški,Brežice,1975,44,Živ,36,28,12,30,204,216
3038431,Branko Filip,Moški,Novo mesto,1975,44,Živ,11,25,4,16,92,159
3038660,Drago Mlinarec,Moški,,1960,59,Živ,16,34,33,8,464,171
3039202,Dražen Žeželj,Moški,,1976,43,Živ,13,22,25,42,157,289
3041797,Dušan Jovanović,Moški,Beograd,1939,80,Živ,274,147,324,121,2759,1783
3044510,Primož Kopač,Moški,,1970,48,Živ,3,18,7,10,100,90
3048188,Edo Murić,Moški,Ljubljana,1991,27,Živ,71,1369,25,97,267,1342
3048193,Edo Terglav,Moški,Kranj,1980,39,Živ,17,32,30,17,542,245
3056823,Ernest Aljančič starejši,Moški,Ljubljana,1916,89,Mrtev,10,21,29,12,322,360
3061255,Eva Irgl,Ženska,Šempeter pri Gorici,1976,42,Živ,123,74,221,16,1279,312
3061293,Eva Terčelj,Ženska,Ljubljana,1992,27,Živ,214,328,6,66,147,516
3070939,Nejc Gazvoda,Moški,Novo mesto,1985,34,Živ,170,107,41,136,537,852
3078852,Evald Flisar,Moški,Gerlinci,1945,74,Živ,100,126,576,35,2130,512
3080044,Marij Kogoj,Moški,Trst,1895,60,Mrtev,133,107,86,58,599,329
3080513,Franc Smolej (hokejist),Moški,Jesenice,1940,79,Živ,2,13,12,10,100,105
3080757,France Štiglic,Moški,Kranj,1919,73,Mrtev,347,145,422,91,1950,441
3091258,Goran Klemenčič,Moški,Kranj,1972,47,Živ,92,85,84,8,751,460
3098105,Matija Murko,Moški,Drstelja,1861,91,Mrtev,41,106,43,40,684,766
3107433,Rene Mlekuž,Moški,Slovenska Bistrica,1975,44,Živ,14,19,10,8,96,147
3110763,Mitja Petkovšek,Moški,Ljubljana,1977,42,Živ,85,82,56,139,474,576
3110828,Gorazd Hiti,Moški,,1948,71,Živ,16,40,25,14,394,205
3139008,Tanja Žakelj,Ženska,Kranj,1988,31,Živ,20,64,7,28,425,471
3148315,Igor Poznič,Moški,,1967,52,Živ,17,30,5,8,114,207
3156327,Ivo Jan starejši,Moški,Jesenice,1942,77,Živ,9,32,20,22,135,131
3160608,Jaka Ankerst,Moški,Kranj,1989,30,Živ,9,32,11,8,447,143
3161770,Jan Urbas,Moški,Ljubljana,1989,30,Živ,9,62,19,42,589,296
3161938,Jani Klemenčič,Moški,Bled,1971,48,Živ,30,45,26,41,143,158
3176874,Jelena De Belder-Kovačič,Ženska,,1925,78,Mrtev,14,68,11,13,358,1463
3179153,Vasilij Žbogar,Moški,Koper,1975,44,Živ,107,145,75,161,506,501
3179164,Rožle Prezelj,Moški,Maribor,1979,40,Živ,29,57,14,46,111,393
3186078,Josipina Toman,Ženska,Preddvor,1833,20,Mrtev,93,47,38,42,974,1073
3187532,Jože Ciuha,Moški,Trbovlje,1924,90,Mrtev,58,72,505,134,3317,261
3190166,Jure Meglič,Moški,Kranj,1984,35,Živ,5,34,8,24,180,272
3190167,Jure Šterk,Moški,Zagreb,1937,71,Mrtev,126,522,4,21,364,443
3190197,Jurij Goličič,Moški,Kranj,1981,38,Živ,15,17,36,12,536,145
3195073,Ken Ograjenšek,Moški,Celje,1991,28,Živ,5,39,16,21,527,222
3197800,Klemen Pretnar,Moški,Bled,1986,33,Živ,14,51,18,19,538,267
3211365,Damjan Sitar,Moški,Maribor,1981,38,Živ,9,37,5,9,66,355
3211770,Roman Kejžar,Moški,Kranj,1966,53,Živ,133,80,19,25,143,350
3211776,Teja Zupan,Ženska,Radovljica,1990,28,Živ,8,16,8,17,66,267
3217812,Lara-B,Ženska,Koper,1979,40,Živ,108,66,50,25,255,368
3246961,Ante Šimundža,Moški,Maribor,1971,48,Živ,159,337,22,90,370,912
3266990,Luka Rupnik,Moški,Ljubljana,1993,26,Živ,45,445,7,23,244,318
3266992,Luka Tošič,Moški,Jesenice,1988,31,Živ,6,35,7,6,500,85
3280424,Maja Vidmar (plezalka),Ženska,Kranj,1985,33,Živ,48,70,9,28,375,532
3280433,Majda Sepe,Ženska,Ljubljana,1937,68,Mrtev,226,158,56,12,666,622
3293920,Marjan Gorenc,Moški,Ljubljana,1964,55,Živ,9,22,64,9,336,207
3293928,Marjetica Potrč,Ženska,Ljubljana,1953,66,Živ,33,143,323,146,1431,3306
3298399,Matej Mohorič,Moški,Kranj,1994,25,Živ,81,505,12,137,217,968
3298483,Matevž Lenarčič,Moški,Trbovlje,1959,60,Živ,46,38,10,9,286,341
3299175,Matjaž Sekelj,Moški,Ljubljana,1960,58,Živ,6,17,91,13,272,119
3304550,Sanja Grohar,Ženska,Kranj,1984,35,Živ,67,87,16,38,281,276
3306631,Lana Trotovšek,Ženska,Ljubljana,1983,36,Živ,24,463,2,27,266,610
3313052,Miha Valič,Moški,Ljubljana,1978,29,Mrtev,146,75,9,8,502,249
3313990,Milan Janša,Moški,Jesenice,1965,54,Živ,10,22,26,26,144,167
3314696,Mina Markovič,Ženska,Maribor,1987,31,Živ,32,290,6,56,201,811
3317117,Mitja Gasparini,Moški,Izola,1984,35,Živ,1705,3197,6,31,78,176
3328029,Murajica Pajič,Moški,,1961,58,Živ,15,22,20,12,391,167
3333537,Janez Svetokriški,Moški,Vipavski Križ,1647,67,Mrtev,354,209,92,85,240,738
3338766,Marko Snoj,Moški,Ljubljana,1959,60,Živ,29,89,54,34,1006,1141
3341940,Nina Mozetič,Ženska,,1983,36,Živ,9,15,4,15,90,185
3347416,Peter Jambrek,Moški,Ljubljana,1940,79,Živ,90,109,71,33,357,748
3347423,France Bučar,Moški,Bohinjska Bistrica,1923,92,Mrtev,147,146,912,61,1422,1285
3358752,Živa Dvoršak,Ženska,Ljubljana,1991,28,Živ,6,15,5,25,207,118
3364524,Alenka Cuderman,Ženska,Kranj,1961,58,Živ,17,22,12,12,76,133
3365220,Janez Polda,Moški,Mojstrana,1924,39,Mrtev,19,32,24,19,227,127
3366414,Janez Gorišek,Moški,Ljubljana,1933,86,Živ,17,39,20,23,284,310
3380003,Franc Palme,Moški,Ljubljana,1914,,,3,12,10,7,113,180
3380061,Božo Jemc,Moški,Bled,1940,50,Mrtev,4,11,6,8,112,130
3380075,Peter Štefančič,Moški,Kranj,1947,72,Živ,8,9,16,8,115,125
3403280,Primož Prošt,Moški,Trbovlje,1983,36,Živ,17,47,24,33,426,209
3403285,Primož Čerin,Moški,Ljubljana,1962,57,Živ,13,34,5,24,70,144
3435561,Borut Bilač,Moški,Postojna,1965,54,Živ,42,56,13,22,84,90
3438411,Jakov Brdar,Moški,,1949,70,Živ,242,190,301,118,2358,1600
3441042,Herta Haas,Ženska,Maribor,1914,95,Mrtev,118,2031,7,22,190,521
3446388,Branko Pintarič,Moški,,1967,52,Živ,9,24,9,29,208,506
3446399,Janez Trdina,Moški,Mengeš,1830,75,Mrtev,603,107,206,148,821,751
3451547,Radko Polič,Moški,Črnomelj,1942,77,Živ,421,250,640,172,3258,1853
3461131,Sadik Mujkič,Moški,Jesenice,1968,51,Živ,10,36,24,28,103,170
3467366,Borut Mačkovšek,Moški,Koper,1992,27,Živ,31,209,32,64,416,302
3471936,Sandra Piršić,Ženska,Kranj,1984,35,Živ,14,23,0,8,46,62
3474892,Sašo Mirjanič,Moški,Koper,1968,26,Mrtev,39,30,16,21,86,90
3487630,Peter Lovšin,Moški,Ljubljana,1955,64,Živ,264,166,73,29,1335,313
3487725,Pavel Gantar,Moški,Gorenja vas,1949,69,Živ,66,53,289,33,2262,846
3487765,Ciril Ribičič,Moški,Ljubljana,1947,72,Živ,172,180,269,22,1585,846
3487786,Ljubo Germič,Moški,Maribor,1960,58,Živ,38,21,279,23,1806,528
3487795,Janez Podobnik,Moški,Cerkno,1959,60,Živ,134,88,343,67,1937,492
3487959,Janez Evangelist Krek,Moški,"Sveti Gregor, Ribnica",1865,51,Mrtev,101,89,93,104,611,648
3488045,Janez Jalen,Moški,"Rodine, Žirovnica",1891,74,Mrtev,223,70,89,35,1095,514
3489389,Janez Stanovnik,Moški,Ljubljana,1922,97,Živ,440,202,755,41,4047,785
3491326,Branko Stanovnik,Moški,,1938,81,Živ,37,35,59,22,720,189
3491574,Josip Jurčič,Moški,Muljava,1844,37,Mrtev,1689,273,244,187,1110,266
3499111,Brane Mozetič,Moški,Ljubljana,1958,61,Živ,42,66,229,15,1579,787
3499367,Niko Grafenauer,Moški,Ljubljana,1940,78,Živ,1873,172,749,130,4781,1609
3499403,Luka Gregorc,Moški,Ljubljana,1984,35,Živ,9,79,5,119,635,779
3499408,Janez Puhar,Moški,Kranj,1814,49,Mrtev,136,97,32,97,2171,1289
3499450,Maksim Gaspari,Moški,Selšček,1883,97,Mrtev,66,56,295,12,977,364
3499475,Ciril Zlobec,Moški,Ponikve,1925,93,Mrtev,273,167,1410,207,4519,820
3499486,Damjan Prelovšek,Moški,Ljubljana,1945,74,Živ,31,19,212,10,1258,215
3499494,Milan Dekleva,Moški,Ljubljana,1946,73,Živ,296,67,694,118,4348,1779
3499501,Vid Pečjak,Moški,Ljubljana,1929,87,Mrtev,156,35,104,28,1227,294
3499657,Jerca Vodušek Starič,Ženska,,1950,69,Živ,7,22,5,13,159,434
3503544,Lovro Šturm,Moški,Ljubljana,1938,81,Živ,58,56,99,16,541,673
3503549,Ferdo Kozak,Moški,Ljubljana,1894,63,Mrtev,38,28,305,23,1869,549
3503598,Jože Mencinger,Moški,Jesenice,1941,78,Živ,95,80,810,25,2517,495
3503611,Katja Boh,Ženska,,1929,79,Mrtev,48,81,46,17,336,446
3503904,Miha Marinko,Moški,Trbovlje,1900,82,Mrtev,102,85,44,36,668,144
3504069,Janez Zemljarič,Moški,Bukovci,1928,90,Živ,279,107,24,38,427,194
3505192,Marijana Lubej,Ženska,Celje,1945,74,Živ,10,26,33,49,240,228
3513069,Matija Bravničar,Moški,,1897,80,Mrtev,28,32,314,14,1287,262
3513259,Ela Peroci,Ženska,Rogaška Slatina,1922,79,Mrtev,245,111,386,160,2641,2020
3513280,Marjan Kozina,Moški,Novo mesto,1907,59,Mrtev,341,111,416,161,1452,1402
3529139,Tina Zajc,Ženska,Ljubljana,1983,36,Živ,25,41,4,29,51,372
3531587,Toni Tišlar,Moški,Jesenice,1967,52,Živ,10,25,44,4,504,156
3552512,Urša Kragelj,Ženska,Šempeter pri Gorici,1988,31,Živ,39,41,6,35,100,302
3555213,Klemen Pisk,Moški,Kranj,1973,46,Živ,16,28,12,28,654,729
3559976,Vinci Vogue Anžlovar,Moški,Ljubljana,1963,56,Živ,79,61,33,19,309,187
3576328,Zvone Šuvak,Moški,Jesenice,1958,61,Živ,12,16,17,16,295,156
3594301,Štefan Škaper,Moški,Beltinci,1966,53,Živ,28,61,26,42,189,368
3601119,Mihael Stroj,Moški,"Ljubno, Radovljica",1803,68,Mrtev,47,439,19,268,593,1076
3609484,Aleksander Rajčević,Moški,Koper,1986,32,Živ,28,96,24,77,157,284
3610904,Aleš Kačičnik,Moški,Celje,1973,46,Živ,36,84,2,10,97,170
3610908,Aleš Križan,Moški,Maribor,1971,48,Živ,23,71,6,22,126,318
3610910,Aleš Mejač,Moški,Kranj,1983,36,Živ,14,38,7,39,177,200
3611385,Marko Gerbec,Moški,Šentvid pri Stični,1658,59,Mrtev,33,101,9,157,330,701
3611871,Aljaž Struna,Moški,Piran,1990,29,Živ,177,1150,7,92,173,557
3612407,Robert Berić,Moški,Krško,1991,28,Živ,86,2003,17,155,204,1088
3612458,Christian Gostečnik,Moški,Šmihel nad Mozirjem,1955,64,Živ,57,32,7,8,185,771
3612875,Slavko Duščak,Moški,Ljubljana,1974,45,Živ,24,30,13,8,230,149
3614365,Amir Ružnič,Moški,Izola,1972,46,Živ,31,36,3,7,163,277
3614849,Ana Bucik,Ženska,Nova Gorica,1993,26,Živ,45,35,16,22,296,372
3616220,Andrej Urlep,Moški,Ljubljana,1957,62,Živ,7,243,21,14,243,79
3616587,Anej Lovrečič,Moški,Koper,1987,32,Živ,19,57,4,48,98,429
3617591,Anita Kravos,Ženska,Trst,1974,45,Živ,16,160,5,11,4816,531
3619524,Antonio Delamea Mlinar,Moški,Celje,1991,28,Živ,25,490,4,80,156,388
3622163,Josip Osti,Moški,Sarajevo,1945,74,Živ,31,54,243,17,1948,386
3623371,Anton Bezenšek,Moški,Bezenškovo Bukovje,1854,61,Mrtev,33,53,13,78,1503,723
3640894,Blaž Arnič,Moški,,1901,69,Mrtev,22,94,261,20,1363,675
3642611,Boris Kristančič,Moški,Skopje,1932,83,Mrtev,22,57,716,20,2097,457
3643776,Branko Zupan,Moški,Ljubljana,1964,55,Živ,105,41,3,5,106,167
3643898,Bratko Kreft,Moški,Maribor,1905,91,Mrtev,165,56,353,46,1901,213
3678133,Ciril Kotnik,Moški,Ljubljana,1895,52,Mrtev,15,99,6,17,328,570
3699812,Cvetana Dekleva,Ženska,Subotica,1963,56,Živ,0,21,4,21,116,81
3701301,Damjan Bohar,Moški,Mačkovci,1991,28,Živ,18,298,5,71,178,190
3702759,Darko Bratina,Moški,,1942,55,Mrtev,11,57,7,29,706,688
3703120,David Bunderla,Moški,Kranj,1987,32,Živ,4,24,3,14,208,310
3704829,Dejan Djuranović,Moški,Postojna,1968,51,Živ,27,24,10,28,156,111
3704833,Dejan Lazarević,Moški,Ljubljana,1990,29,Živ,38,190,7,79,156,363
3705454,Denis Selimović,Moški,,1979,40,Živ,6,34,3,9,136,240
3710554,Dragan Marušič,Moški,Koper,1953,66,Živ,35,228,54,44,609,992
3715115,Dragotin Cvetko,Moški,Vučja vas,1911,81,Mrtev,24,61,398,176,2145,1665
3715784,Dubravka Dačić,Ženska,Koper,1985,34,Živ,0,54,1,7,47,85
3716760,Dušan Jelinčič,Moški,Trst,1953,66,Živ,51,54,30,21,535,420
3716763,Dušan Kosič,Moški,Ljubljana,1971,48,Živ,75,102,24,51,208,283
3717053,Džengis Čavušević,Moški,Ljubljana,1987,31,Živ,19,109,3,38,132,476
3720013,Helena Blagne Zaman,Ženska,Jesenice,1963,56,Živ,1041,325,85,55,1392,357
3724223,Emil Tahirovič,Moški,,1979,39,Živ,11,34,9,82,119,278
3725211,Enej Jelenič,Moški,Koper,1992,26,Živ,9,149,2,57,166,291
3731697,Erik Janža,Moški,Maribor,1993,26,Živ,39,314,5,73,149,244
3739767,Alenka Bratušek,Ženska,Celje,1970,49,Živ,674,1041,74,106,1064,1522
3742788,Feri Lainšček,Moški,Dolenci,1959,60,Živ,969,131,435,158,2771,1581
3749279,Franc Frakelj,Moški,Dražgoše,1917,,Mrtev,47,69,5,65,153,207
3773445,Goran Cvijanović,Moški,Šempeter pri Gorici,1986,33,Živ,21,83,5,91,144,280
3776473,Gregor Židan,Moški,Ljubljana,1965,54,Živ,56,148,13,27,69,199
3792439,Igor Primc,Moški,Novo mesto,1966,53,Živ,24,50,15,37,134,289
3804689,Ivan Dolinar,Moški,Škofja Loka,1840,45,Mrtev,3,15,8,6,206,452
3806219,Jaka Blažič,Moški,Jesenice,1990,29,Živ,125,2327,27,125,458,1097
3809139,Tadeja Majerič,Ženska,Maribor,1990,29,Živ,14,100,4,243,1046,1703
3810362,Josip Ribičič,Moški,,1886,82,Mrtev,115,51,88,58,1082,542
3811380,Jure Balažič,Moški,Ljubljana,1980,39,Živ,61,255,17,55,305,325
3812958,Karel Vladimir Truhlar,Moški,,1912,64,Mrtev,33,30,16,14,187,456
3813876,France Adamič,Moški,Spodnje Blato,1911,92,Mrtev,9,27,728,13,1002,227
3815836,Klemen Čebulj,Moški,Slovenj Gradec,1992,27,Živ,3123,6678,9,24,196,215
3843583,Maja Erkić,Ženska,Slovenj Gradec,1985,34,Živ,4,18,1,12,102,98
3849400,Marjan Kandus,Moški,Maribor,1932,87,Živ,13,26,5,32,81,242
3849635,Marko Kravos,Moški,,1943,76,Živ,102,74,313,116,705,1840
3849642,Marko Pridigar,Moški,Maribor,1985,34,Živ,24,47,6,30,185,439
3851851,Matic Črnic,Moški,,1992,27,Živ,18,134,16,76,243,352
3851898,Matjaž Cvikl,Moški,Slovenj Gradec,1967,32,Mrtev,17,25,5,19,151,295
3851901,Matjaž Klopčič,Moški,Ljubljana,1934,73,Mrtev,100,72,426,73,2396,440
3857304,Miha Mevlja,Moški,Ljubljana,1990,29,Živ,87,1005,4,83,169,711
3857305,Miha Lokar,Moški,Celje,1935,84,Živ,8,41,4,25,81,224
3857851,Milena Usenik,Ženska,Veliki Vrh,1934,85,Živ,3,7,9,9,184,164
3857937,Milko Kos,Moški,,1892,79,Mrtev,35,60,309,21,1610,354
3858776,Miran Hrovatin,Moški,Trst,1949,44,Mrtev,35,216,3,13,213,500
3874545,Nemanja Mitrovič,Moški,Ljubljana,1992,27,Živ,85,374,21,60,113,288
3878112,Natan Bernot,Moški,Ljubljana,1931,86,Mrtev,15,34,7,16,278,179
3891870,Damjan Zlatnar,Moški,Ljubljana,1977,41,Živ,8,19,11,32,196,168
3897779,Patrik Bordon,Moški,Koper,1988,31,Živ,16,143,4,11,82,386
3898338,Pavle Merkù,Moški,Trst,1927,87,Mrtev,44,44,776,116,4753,502
3907662,Polona Dornik,Ženska,Trbovlje,1962,56,Živ,47,36,17,54,144,269
3914976,Dare Bernot,Moški,Ljubljana,1933,48,Mrtev,6,13,7,12,167,164
3916403,Tomislav Ternar,Moški,Murska Sobota,1990,29,Živ,3,20,1,39,89,112
3925174,Tadej Golob,Moški,Maribor,1967,52,Živ,152,76,41,13,130,372
3946509,Samir Zulič,Moški,Koper,1966,53,Živ,38,23,6,21,117,218
3948120,Sandi Čebular,Moški,Celje,1986,33,Živ,24,79,8,21,87,293
3962737,Slavko Kotnik,Moški,Maribor,1962,56,Živ,58,53,12,11,278,352
3976459,Suad Beširević,Moški,Ljubljana,1963,56,Mrtev,899,4148,2,64,221,572
3991497,Timotej Dodlek,Moški,Čakovec,1989,29,Živ,14,74,7,37,126,397
3997401,Davorin Dolar,Moški,,1921,84,Mrtev,6,29,55,82,601,707
4015884,Vlado Miloševič,Moški,Ljubljana,1968,51,Živ,24,22,4,13,127,207
4016064,Vojteh Ravnikar,Moški,Nova Gorica,1943,67,Mrtev,48,111,491,330,2547,2467
4022080,Jani Virk,Moški,Ljubljana,1962,57,Živ,43,42,465,114,1998,427
4024808,Zoran Zeljkovič,Moški,Ljubljana,1980,39,Živ,13,41,5,36,153,209
4067213,Edvard Antosiewicz,Moški,Ljubljana,1902,57,Mrtev,5,33,6,29,106,438
4069220,Natalija Golob,Ženska,Velenje,1986,32,Živ,2,15,1,7,86,138
4116804,Irena Grafenauer,Ženska,Ljubljana,1957,62,Živ,102,165,1225,129,4911,1666
4118853,Matija Duh,Moški,Novo mesto,1989,23,Mrtev,2,72,2,30,81,142
4127236,Majda Vrhovnik,Ženska,Ljubljana,1922,23,Mrtev,37,108,6,6,121,869
4164381,Mladen Dolar,Moški,Maribor,1951,68,Živ,57,638,19,38,160,502
4171162,Iztok Mlakar,Moški,Postojna,1961,58,Živ,429,211,368,188,1057,2709
4180489,Luka Žinko,Moški,Ljubljana,1983,36,Živ,22,61,7,49,201,692
4194038,Nika Zorjan,Ženska,Petanjci,1992,26,Živ,424,348,65,20,798,784
4219729,Vitomil Zupan,Moški,Ljubljana,1914,73,Mrtev,283,211,521,47,3539,1095
4231808,Nejc Dežman,Moški,Kranj,1992,26,Živ,15,33,40,28,418,145
4251404,Jernej iz Loke,Moški,Škofja Loka,1500,,Mrtev,19,19,16,22,564,385
4252387,Andrej Rozman - Roza,Moški,Ljubljana,1955,64,Živ,392,92,555,125,3688,1856
4274517,Fran Ramovš,Moški,Ljubljana,1890,62,Mrtev,166,78,335,17,1345,593
4283422,Kristina Brenk,Ženska,Horjul,1911,98,Mrtev,263,54,846,24,3096,384
4305233,Josip Rastko Močnik,Moški,Ljubljana,1944,75,Živ,39,214,23,32,779,820
4309430,Boris A. Novak,Moški,Beograd,1953,65,Živ,828,188,1381,115,6666,1618
4355186,Hilda Hölzl,Ženska,Beograd,1927,65,Mrtev,8,21,291,109,1388,1535
4355190,Rok Kopitar,Moški,Celje,1959,60,Živ,24,52,12,39,201,229
4362099,Andrej Pečnik,Moški,Dravograd,1981,38,Živ,16,51,6,25,88,175
4372980,Janez Porenta,Moški,Ljubljana,1896,45,Mrtev,12,28,14,34,124,336
4384835,Nina Pušlar,Ženska,Ivančna Gorica,1988,31,Živ,578,307,47,15,851,381
4401157,Simon Rutar,Moški,"Krn, Kobarid",1851,51,Mrtev,21,60,23,55,335,1435
4423164,Klemen Slakonja,Moški,Brežice,1985,34,Živ,118,799,23,10,859,1501
4425639,Jože Snoj,Moški,Maribor,1934,85,Živ,171,55,622,129,3107,1817
4438434,Danijel Sraka,Moški,Ljubljana,1975,43,Živ,12,95,7,10,233,441
4442392,Matej Sternen,Moški,Verd,1870,78,Mrtev,82,140,42,59,275,490
4454564,Anže Lanišek,Moški,Ljubljana,1996,23,Živ,26,55,19,48,838,251
4460833,Jože Toporišič,Moški,Mostec,1926,88,Mrtev,256,80,956,147,1795,805
4518395,Primož Čučnik,Moški,Ljubljana,1971,48,Živ,14,20,322,112,1747,316
4521873,Matej Šebenik (šahist),Moški,,1983,36,Živ,10,30,8,13,74,217
4527507,Luka Šulić,Moški,Maribor,1987,32,Živ,544,11773,61,48,782,1060
4559570,Marlenka Stupica,Ženska,Maribor,1927,91,Živ,72,80,511,115,2319,1668
4576873,Boštjan Šimunič,Moški,,1974,44,Živ,7,24,6,18,101,119
4657024,Janez Matjašič,Moški,Ljubljana,1921,75,Mrtev,2,16,4,6,96,162
4682119,Adem Kapič,Moški,Ljubljana,1975,44,Živ,7,65,1,20,121,237
4682622,Adi Smolar,Moški,Slovenj Gradec,1959,60,Živ,847,314,62,17,436,276
4712377,Albin Gutman,Moški,,1947,71,Živ,62,62,851,136,2909,567
4712384,Albin Prepeluh,Moški,Ljubljana,1881,56,Mrtev,8,23,10,18,136,1060
4712396,Albin Čižman,Moški,Ljubljana,1965,54,Živ,1,37,5,109,70,654
4714950,Aleksander Kogoj,Moški,,1965,54,Živ,18,27,26,9,194,179
4714953,Aleksander Konjajev,Moški,,1909,85,Mrtev,4,17,4,7,242,195
4715003,Aleksander Čonda,Moški,Trbovlje,1990,29,Živ,2,18,3,44,106,258
4715005,Aleksander Zorn,Moški,Maribor,1947,72,Živ,14,25,203,4,1240,247
4716096,Alen Jelen,Moški,Maribor,1970,49,Živ,11,33,8,3,1588,1357
4716102,Alen Omić,Moški,Tuzla,1992,27,Živ,61,1132,15,113,317,930
4716155,Alenka Gerlovič,Ženska,Ljubljana,1919,91,Mrtev,39,48,439,231,459,1487
4716156,Alenka Puhar,Ženska,Črnomelj,1945,74,Živ,68,70,18,38,437,1278
4716159,Alenka Sottler,Ženska,Ljubljana,1958,61,Živ,28,41,355,111,1094,2151
4721582,Aleš Berger,Moški,Ljubljana,1946,73,Živ,36,40,549,113,2883,1629
4721595,Aleš Ušeničnik,Moški,Poljane nad Škofjo Loko,1868,83,Mrtev,19,31,82,25,591,281
4721598,Aleš Čerin,Moški,,1949,70,Živ,31,125,112,98,526,297
4721606,Aleš Čar,Moški,Idrija,1971,48,Živ,19,28,14,5,186,380
4725613,Aliash Tepina,Moški,Kranj,1981,38,Živ,28,62,3,5,296,269
4727604,Aljoša Buha,Moški,Ljubljana,1962,24,Mrtev,435,468,5,358,490,801
4733829,Almir Tanjič,Moški,,1979,40,Živ,6,18,4,12,111,205
4734275,Alojz Geržinič,Moški,Ljubljana,1915,92,Mrtev,6,63,8,12,757,345
4734278,Alojz Ajdič,Moški,,1939,80,Živ,13,157,446,116,2318,1702
4734280,Alojz Ihan,Moški,Ljubljana,1961,58,Živ,95,117,332,115,841,1708
4734283,Alojzij Kuhar,Moški,,1895,63,Mrtev,47,34,12,29,323,500
4738574,Alya,Ženska,Mozirje,1983,36,Živ,1378,676,75,27,2091,715
4742449,Amer Jukan,Moški,,1978,40,Živ,13,41,5,15,103,185
4750364,Ana Gros,Ženska,Ljubljana,1991,28,Živ,23,301,3,86,154,333
4750386,Ana Kobal,Ženska,,1983,35,Živ,12,16,6,7,89,67
4754719,Andraž Šporar,Moški,Ljubljana,1994,25,Živ,153,3757,33,144,144,1025
4755589,Andrej Perlah,Moški,Svečina,1490,60,Mrtev,34,29,22,11,704,216
4756029,Andrej Benedejčič,Moški,Ljubljana,1970,48,Živ,18,47,6,11,89,414
4756038,Andrej E. Skubic,Moški,Ljubljana,1967,51,Živ,31,60,504,116,1551,1737
4756045,Andrej Hieng,Moški,Ljubljana,1925,74,Mrtev,56,50,450,84,2468,416
4756051,Andrej Kastelic,Moški,Ljubljana,1971,48,Živ,12,23,8,6,87,100
4756052,Andrej Klinar,Moški,Jesenice,1942,69,Mrtev,4,20,8,10,108,101
4756060,Andrej Medved,Moški,Ljubljana,1947,72,Živ,36,44,332,109,382,399
4756063,Andrej Poljšak,Moški,Koper,1968,51,Živ,11,12,3,10,123,130
4756066,Andrej Razdrh,Moški,Ljubljana,1976,42,Živ,54,121,19,52,163,227
4756073,Andrej Zdravič,Moški,Ljubljana,1952,67,Živ,15,43,295,110,1380,2358
4756074,Andrej Trobentar,Moški,Šent Jurij,1951,67,Živ,25,25,17,7,229,257
4756075,Andrej Vidmar,Moški,Ljubljana,1956,63,Živ,3,25,17,9,188,87
4756078,Andrej Šali,Moški,Kranj,1963,56,Živ,18,255,7,90,326,756
4756079,Andrej Čadež,Moški,,1942,77,Živ,47,20,21,18,273,259
4756084,Andreja Leskovšek,Ženska,Kranj,1965,54,Živ,13,15,35,40,156,150
4764490,Anica Černej,Ženska,Čadram,1900,44,Mrtev,54,135,23,86,738,440
4765700,Anja Prša,Ženska,,1994,25,Živ,6,35,1,11,101,130
4765709,Anja Valant,Ženska,,1977,42,Živ,10,45,7,36,163,449
4765711,Anja Zavadlav,Ženska,,1960,59,Živ,21,17,10,15,263,69
4765714,Anja Štefan,Ženska,Šempeter pri Gorici,1969,50,Živ,165,51,75,19,639,609
4771098,Ante Trstenjak,Moški,Slamnjak,1894,75,Mrtev,14,33,6,60,251,172
4775702,Tone Cerer,Moški,Kamnik,1916,89,Mrtev,3,23,15,13,240,272
4775703,Anton Cebej,Moški,,1722,51,Mrtev,22,31,57,77,381,303
